"t";"Electricity.Co2.Emission";"Spot.price";"hour";"dayOfWeek";"workDay"
"11622";2024-01-16;250.583333333333;0.856;6;"Tuesday";"workDay"
"11623";2024-01-16;249.916666666667;1.12;7;"Tuesday";"workDay"
"11624";2024-01-16;227.416666666667;1.121;8;"Tuesday";"workDay"
"11625";2024-01-16;213.5;1.04;9;"Tuesday";"workDay"
"11626";2024-01-16;218.75;0.872;10;"Tuesday";"workDay"
"11627";2024-01-16;200.833333333333;0.771;11;"Tuesday";"workDay"
"11628";2024-01-16;193.083333333333;0.708;12;"Tuesday";"workDay"
"11629";2024-01-16;192.416666666667;0.716;13;"Tuesday";"workDay"
"11630";2024-01-16;187.916666666667;0.822;14;"Tuesday";"workDay"
"11631";2024-01-16;154.333333333333;0.831;15;"Tuesday";"workDay"
"11632";2024-01-16;164.416666666667;0.956;16;"Tuesday";"workDay"
"11633";2024-01-16;163.916666666667;0.95;17;"Tuesday";"workDay"
"11634";2024-01-16;156.333333333333;0.834;18;"Tuesday";"workDay"
"11635";2024-01-16;160.833333333333;0.712;19;"Tuesday";"workDay"
"11636";2024-01-16;171.25;0.643;20;"Tuesday";"workDay"
"11637";2024-01-16;156.083333333333;0.612;21;"Tuesday";"workDay"
"11638";2024-01-16;154;0.579;22;"Tuesday";"workDay"
"11639";2024-01-16;NA;0.506;23;"Tuesday";"workDay"
"11640";2024-01-17;NA;0.502;0;"Wednesday";"workDay"
"11641";2024-01-17;100.083333333333;0.496;1;"Wednesday";"workDay"
"11642";2024-01-17;87.4166666666667;0.489;2;"Wednesday";"workDay"
"11643";2024-01-17;86.4166666666667;0.487;3;"Wednesday";"workDay"
"11644";2024-01-17;98.8333333333333;0.487;4;"Wednesday";"workDay"
"11645";2024-01-17;110.833333333333;0.499;5;"Wednesday";"workDay"
"11646";2024-01-17;133.75;0.591;6;"Wednesday";"workDay"
"11647";2024-01-17;133.75;0.716;7;"Wednesday";"workDay"
"11648";2024-01-17;126.5;0.767;8;"Wednesday";"workDay"
"11649";2024-01-17;122.5;0.797;9;"Wednesday";"workDay"
"11650";2024-01-17;118.5;0.803;10;"Wednesday";"workDay"
"11651";2024-01-17;107.5;0.878;11;"Wednesday";"workDay"
"11652";2024-01-17;101.083333333333;0.908;12;"Wednesday";"workDay"
"11653";2024-01-17;108.416666666667;0.908;13;"Wednesday";"workDay"
"11654";2024-01-17;120.833333333333;0.936;14;"Wednesday";"workDay"
"11655";2024-01-17;137;0.959;15;"Wednesday";"workDay"
"11656";2024-01-17;133.166666666667;1.048;16;"Wednesday";"workDay"
"11657";2024-01-17;127.25;0.922;17;"Wednesday";"workDay"
"11658";2024-01-17;124.833333333333;0.852;18;"Wednesday";"workDay"
"11659";2024-01-17;114.666666666667;0.819;19;"Wednesday";"workDay"
"11660";2024-01-17;110.5;0.754;20;"Wednesday";"workDay"
"11661";2024-01-17;109.083333333333;0.703;21;"Wednesday";"workDay"
"11662";2024-01-17;109.416666666667;0.628;22;"Wednesday";"workDay"
"11663";2024-01-17;NA;0.607;23;"Wednesday";"workDay"
"11664";2024-01-18;NA;0.576;0;"Thursday";"workDay"
"11665";2024-01-18;98;0.562;1;"Thursday";"workDay"
"11666";2024-01-18;98.25;0.559;2;"Thursday";"workDay"
"11667";2024-01-18;106.416666666667;0.579;3;"Thursday";"workDay"
"11668";2024-01-18;120.083333333333;0.604;4;"Thursday";"workDay"
"11669";2024-01-18;128.583333333333;0.681;5;"Thursday";"workDay"
"11670";2024-01-18;134;0.832;6;"Thursday";"workDay"
"11671";2024-01-18;141.916666666667;0.939;7;"Thursday";"workDay"
"11672";2024-01-18;156.25;0.911;8;"Thursday";"workDay"
"11673";2024-01-18;163.25;0.827;9;"Thursday";"workDay"
"11674";2024-01-18;141.5;0.805;10;"Thursday";"workDay"
"11675";2024-01-18;133.75;0.698;11;"Thursday";"workDay"
"11676";2024-01-18;128.916666666667;0.654;12;"Thursday";"workDay"
"11677";2024-01-18;123.083333333333;0.645;13;"Thursday";"workDay"
"11678";2024-01-18;121.166666666667;0.703;14;"Thursday";"workDay"
"11679";2024-01-18;123.583333333333;0.742;15;"Thursday";"workDay"
"11680";2024-01-18;129.583333333333;0.781;16;"Thursday";"workDay"
"11681";2024-01-18;139.333333333333;0.77;17;"Thursday";"workDay"
"11682";2024-01-18;136.25;0.705;18;"Thursday";"workDay"
"11683";2024-01-18;127.666666666667;0.649;19;"Thursday";"workDay"
"11684";2024-01-18;123.583333333333;0.605;20;"Thursday";"workDay"
"11685";2024-01-18;126.333333333333;0.578;21;"Thursday";"workDay"
"11686";2024-01-18;101.583333333333;0.532;22;"Thursday";"workDay"
"11687";2024-01-18;NA;0.51;23;"Thursday";"workDay"
"11688";2024-01-19;NA;0.487;0;"Friday";"workDay"
"11689";2024-01-19;120.416666666667;0.478;1;"Friday";"workDay"
"11690";2024-01-19;130.666666666667;0.468;2;"Friday";"workDay"
"11691";2024-01-19;122.25;0.472;3;"Friday";"workDay"
"11692";2024-01-19;143.333333333333;0.491;4;"Friday";"workDay"
"11693";2024-01-19;161.333333333333;0.565;5;"Friday";"workDay"
"11694";2024-01-19;170.083333333333;0.639;6;"Friday";"workDay"
"11695";2024-01-19;169.666666666667;0.776;7;"Friday";"workDay"
"11696";2024-01-19;163.583333333333;0.767;8;"Friday";"workDay"
"11697";2024-01-19;155.583333333333;0.71;9;"Friday";"workDay"
"11698";2024-01-19;137.916666666667;0.644;10;"Friday";"workDay"
"11699";2024-01-19;138.916666666667;0.573;11;"Friday";"workDay"
"11700";2024-01-19;156.333333333333;0.547;12;"Friday";"workDay"
"11701";2024-01-19;162.416666666667;0.561;13;"Friday";"workDay"
"11702";2024-01-19;152.5;0.578;14;"Friday";"workDay"
"11703";2024-01-19;151.666666666667;0.632;15;"Friday";"workDay"
"11704";2024-01-19;179;0.698;16;"Friday";"workDay"
"11705";2024-01-19;192.166666666667;0.657;17;"Friday";"workDay"
"11706";2024-01-19;197.916666666667;0.577;18;"Friday";"workDay"
"11707";2024-01-19;190.666666666667;0.552;19;"Friday";"workDay"
"11708";2024-01-19;158;0.53;20;"Friday";"workDay"
"11709";2024-01-19;145.5;0.512;21;"Friday";"workDay"
"11710";2024-01-19;107.416666666667;0.483;22;"Friday";"workDay"
"11711";2024-01-19;NA;0.492;23;"Friday";"workDay"
"11712";2024-01-20;NA;0.473;0;"Saturday";"holyDay"
"11713";2024-01-20;82.5833333333333;0.474;1;"Saturday";"holyDay"
"11714";2024-01-20;83.9166666666667;0.461;2;"Saturday";"holyDay"
"11715";2024-01-20;87;0.461;3;"Saturday";"holyDay"
"11716";2024-01-20;99.5;0.46;4;"Saturday";"holyDay"
"11717";2024-01-20;120.5;0.467;5;"Saturday";"holyDay"
"11718";2024-01-20;138.916666666667;0.499;6;"Saturday";"holyDay"
"11719";2024-01-20;171.833333333333;0.558;7;"Saturday";"holyDay"
"11720";2024-01-20;191.75;0.581;8;"Saturday";"holyDay"
"11721";2024-01-20;200.916666666667;0.535;9;"Saturday";"holyDay"
"11722";2024-01-20;167.166666666667;0.528;10;"Saturday";"holyDay"
"11723";2024-01-20;171.5;0.505;11;"Saturday";"holyDay"
"11724";2024-01-20;155.916666666667;0.513;12;"Saturday";"holyDay"
"11725";2024-01-20;183.916666666667;0.547;13;"Saturday";"holyDay"
"11726";2024-01-20;160.166666666667;0.59;14;"Saturday";"holyDay"
"11727";2024-01-20;141.916666666667;0.655;15;"Saturday";"holyDay"
"11728";2024-01-20;150.25;0.708;16;"Saturday";"holyDay"
"11729";2024-01-20;155.416666666667;0.745;17;"Saturday";"holyDay"
"11730";2024-01-20;148.583333333333;0.683;18;"Saturday";"holyDay"
"11731";2024-01-20;148.166666666667;0.597;19;"Saturday";"holyDay"
"11732";2024-01-20;143;0.547;20;"Saturday";"holyDay"
"11733";2024-01-20;123.333333333333;0.525;21;"Saturday";"holyDay"
"11734";2024-01-20;118.5;0.5;22;"Saturday";"holyDay"
"11735";2024-01-20;NA;0.445;23;"Saturday";"holyDay"
"11736";2024-01-21;NA;0.429;0;"Sunday";"holyDay"
"11737";2024-01-21;91.25;0.411;1;"Sunday";"holyDay"
"11738";2024-01-21;68.9166666666667;0.38;2;"Sunday";"holyDay"
"11739";2024-01-21;66.25;0.362;3;"Sunday";"holyDay"
"11740";2024-01-21;65.6666666666667;0.354;4;"Sunday";"holyDay"
"11741";2024-01-21;67.3333333333333;0.34;5;"Sunday";"holyDay"
"11742";2024-01-21;70.9166666666667;0.328;6;"Sunday";"holyDay"
"11743";2024-01-21;89.1666666666667;0.383;7;"Sunday";"holyDay"
"11744";2024-01-21;84.5833333333333;0.405;8;"Sunday";"holyDay"
"11745";2024-01-21;73.6666666666667;0.343;9;"Sunday";"holyDay"
"11746";2024-01-21;76.25;0.363;10;"Sunday";"holyDay"
"11747";2024-01-21;80.25;0.287;11;"Sunday";"holyDay"
"11748";2024-01-21;84.3333333333333;0.281;12;"Sunday";"holyDay"
"11749";2024-01-21;90.6666666666667;0.33;13;"Sunday";"holyDay"
"11750";2024-01-21;102.416666666667;0.366;14;"Sunday";"holyDay"
"11751";2024-01-21;107.666666666667;0.372;15;"Sunday";"holyDay"
"11752";2024-01-21;107.75;0.422;16;"Sunday";"holyDay"
"11753";2024-01-21;108.916666666667;0.458;17;"Sunday";"holyDay"
"11754";2024-01-21;107;0.437;18;"Sunday";"holyDay"
"11755";2024-01-21;97.1666666666667;0.384;19;"Sunday";"holyDay"
"11756";2024-01-21;88.1666666666667;0.391;20;"Sunday";"holyDay"
"11757";2024-01-21;65.0833333333333;0.376;21;"Sunday";"holyDay"
"11758";2024-01-21;56.3333333333333;0.294;22;"Sunday";"holyDay"
"11759";2024-01-21;NA;0.273;23;"Sunday";"holyDay"
"11760";2024-01-22;NA;0.166;0;"Monday";"workDay"
"11761";2024-01-22;108.333333333333;0.139;1;"Monday";"workDay"
"11762";2024-01-22;124.416666666667;0.038;2;"Monday";"workDay"
"11763";2024-01-22;127.5;0.038;3;"Monday";"workDay"
"11764";2024-01-22;94.4166666666667;0.149;4;"Monday";"workDay"
"11765";2024-01-22;82.25;0.302;5;"Monday";"workDay"
"11766";2024-01-22;101.75;0.451;6;"Monday";"workDay"
"11767";2024-01-22;98.25;0.496;7;"Monday";"workDay"
"11768";2024-01-22;97.0833333333333;0.429;8;"Monday";"workDay"
"11769";2024-01-22;100;0.459;9;"Monday";"workDay"
"11770";2024-01-22;90.4166666666667;0.452;10;"Monday";"workDay"
"11771";2024-01-22;89.3333333333333;0.424;11;"Monday";"workDay"
"11772";2024-01-22;87.9166666666667;0.423;12;"Monday";"workDay"
"11773";2024-01-22;86.1666666666667;0.434;13;"Monday";"workDay"
"11774";2024-01-22;85;0.445;14;"Monday";"workDay"
"11775";2024-01-22;85;0.447;15;"Monday";"workDay"
"11776";2024-01-22;86.0833333333333;0.461;16;"Monday";"workDay"
"11777";2024-01-22;89.0833333333333;0.455;17;"Monday";"workDay"
"11778";2024-01-22;89.3333333333333;0.448;18;"Monday";"workDay"
"11779";2024-01-22;83.0833333333333;0.444;19;"Monday";"workDay"
"11780";2024-01-22;54.25;0.425;20;"Monday";"workDay"
"11781";2024-01-22;52.9166666666667;0.417;21;"Monday";"workDay"
"11782";2024-01-22;52.75;0.372;22;"Monday";"workDay"
"11783";2024-01-22;NA;0.121;23;"Monday";"workDay"
"11784";2024-01-23;NA;0.075;0;"Tuesday";"workDay"
"11785";2024-01-23;97.5833333333333;0.07;1;"Tuesday";"workDay"
"11786";2024-01-23;102.833333333333;0.031;2;"Tuesday";"workDay"
"11787";2024-01-23;90.1666666666667;0.076;3;"Tuesday";"workDay"
"11788";2024-01-23;55.0833333333333;0.293;4;"Tuesday";"workDay"
"11789";2024-01-23;56.75;0.44;5;"Tuesday";"workDay"
"11790";2024-01-23;60.8333333333333;0.454;6;"Tuesday";"workDay"
"11791";2024-01-23;57.5833333333333;0.462;7;"Tuesday";"workDay"
"11792";2024-01-23;55.9166666666667;0.456;8;"Tuesday";"workDay"
"11793";2024-01-23;58.5833333333333;0.447;9;"Tuesday";"workDay"
"11794";2024-01-23;61.6666666666667;0.443;10;"Tuesday";"workDay"
"11795";2024-01-23;74.0833333333333;0.441;11;"Tuesday";"workDay"
"11796";2024-01-23;76.8333333333333;0.443;12;"Tuesday";"workDay"
"11797";2024-01-23;81.9166666666667;0.462;13;"Tuesday";"workDay"
"11798";2024-01-23;103.5;0.468;14;"Tuesday";"workDay"
"11799";2024-01-23;114;0.494;15;"Tuesday";"workDay"
"11800";2024-01-23;132;0.511;16;"Tuesday";"workDay"
"11801";2024-01-23;136.666666666667;0.498;17;"Tuesday";"workDay"
"11802";2024-01-23;118.416666666667;0.472;18;"Tuesday";"workDay"
"11803";2024-01-23;86.4166666666667;0.451;19;"Tuesday";"workDay"
"11804";2024-01-23;69.25;0.401;20;"Tuesday";"workDay"
"11805";2024-01-23;61.8333333333333;0.338;21;"Tuesday";"workDay"
"11806";2024-01-23;55.3333333333333;0.248;22;"Tuesday";"workDay"
"11807";2024-01-23;NA;0.023;23;"Tuesday";"workDay"
"11808";2024-01-24;NA;0;0;"Wednesday";"workDay"
"11809";2024-01-24;129.916666666667;0;1;"Wednesday";"workDay"
"11810";2024-01-24;129.833333333333;0;2;"Wednesday";"workDay"
"11811";2024-01-24;129;0;3;"Wednesday";"workDay"
"11812";2024-01-24;128;-0.001;4;"Wednesday";"workDay"
"11813";2024-01-24;76.25;0.11;5;"Wednesday";"workDay"
"11814";2024-01-24;28.4166666666667;0.314;6;"Wednesday";"workDay"
"11815";2024-01-24;23.1666666666667;0.373;7;"Wednesday";"workDay"
"11816";2024-01-24;23;0.369;8;"Wednesday";"workDay"
"11817";2024-01-24;22.1666666666667;0.374;9;"Wednesday";"workDay"
"11818";2024-01-24;22;0.379;10;"Wednesday";"workDay"
"11819";2024-01-24;22;0.293;11;"Wednesday";"workDay"
"11820";2024-01-24;27.25;0.272;12;"Wednesday";"workDay"
"11821";2024-01-24;42.6666666666667;0.336;13;"Wednesday";"workDay"
"11822";2024-01-24;51.0833333333333;0.373;14;"Wednesday";"workDay"
"11823";2024-01-24;25.8333333333333;0.379;15;"Wednesday";"workDay"
"11824";2024-01-24;24;0.404;16;"Wednesday";"workDay"
"11825";2024-01-24;24.75;0.398;17;"Wednesday";"workDay"
"11826";2024-01-24;26.8333333333333;0.374;18;"Wednesday";"workDay"
"11827";2024-01-24;24.3333333333333;0.315;19;"Wednesday";"workDay"
"11828";2024-01-24;24.0833333333333;0.299;20;"Wednesday";"workDay"
"11829";2024-01-24;26.3333333333333;0.313;21;"Wednesday";"workDay"
"11830";2024-01-24;27;0.287;22;"Wednesday";"workDay"
"11831";2024-01-24;NA;0.331;23;"Wednesday";"workDay"
"11832";2024-01-25;NA;0.336;0;"Thursday";"workDay"
"11833";2024-01-25;64;0.323;1;"Thursday";"workDay"
"11834";2024-01-25;69.0833333333333;0.335;2;"Thursday";"workDay"
"11835";2024-01-25;72.75;0.345;3;"Thursday";"workDay"
"11836";2024-01-25;84.25;0.391;4;"Thursday";"workDay"
"11837";2024-01-25;105.583333333333;0.433;5;"Thursday";"workDay"
"11838";2024-01-25;94.3333333333333;0.493;6;"Thursday";"workDay"
"11839";2024-01-25;117.166666666667;0.664;7;"Thursday";"workDay"
"11840";2024-01-25;127.666666666667;0.636;8;"Thursday";"workDay"
"11841";2024-01-25;130.416666666667;0.607;9;"Thursday";"workDay"
"11842";2024-01-25;103.083333333333;0.568;10;"Thursday";"workDay"
"11843";2024-01-25;94.5;0.545;11;"Thursday";"workDay"
"11844";2024-01-25;104;0.567;12;"Thursday";"workDay"
"11845";2024-01-25;129.75;0.634;13;"Thursday";"workDay"
"11846";2024-01-25;131.083333333333;0.687;14;"Thursday";"workDay"
"11847";2024-01-25;130.833333333333;0.756;15;"Thursday";"workDay"
"11848";2024-01-25;132.25;0.92;16;"Thursday";"workDay"
"11849";2024-01-25;133.416666666667;0.862;17;"Thursday";"workDay"
"11850";2024-01-25;128.666666666667;0.737;18;"Thursday";"workDay"
"11851";2024-01-25;120.333333333333;0.679;19;"Thursday";"workDay"
"11852";2024-01-25;116.916666666667;0.644;20;"Thursday";"workDay"
"11853";2024-01-25;86;0.6;21;"Thursday";"workDay"
"11854";2024-01-25;70.5833333333333;0.56;22;"Thursday";"workDay"
"11855";2024-01-25;NA;0.468;23;"Thursday";"workDay"
"11856";2024-01-26;NA;0.462;0;"Friday";"workDay"
"11857";2024-01-26;81.5833333333333;0.436;1;"Friday";"workDay"
"11858";2024-01-26;80.75;0.409;2;"Friday";"workDay"
"11859";2024-01-26;69.5;0.355;3;"Friday";"workDay"
"11860";2024-01-26;64.25;0.378;4;"Friday";"workDay"
"11861";2024-01-26;82;0.42;5;"Friday";"workDay"
"11862";2024-01-26;102.666666666667;0.47;6;"Friday";"workDay"
"11863";2024-01-26;98.5833333333333;0.484;7;"Friday";"workDay"
"11864";2024-01-26;95.8333333333333;0.476;8;"Friday";"workDay"
"11865";2024-01-26;95.0833333333333;0.456;9;"Friday";"workDay"
"11866";2024-01-26;67.5;0.438;10;"Friday";"workDay"
"11867";2024-01-26;54.4166666666667;0.39;11;"Friday";"workDay"
"11868";2024-01-26;48.75;0.346;12;"Friday";"workDay"
"11869";2024-01-26;48.1666666666667;0.367;13;"Friday";"workDay"
"11870";2024-01-26;48;0.374;14;"Friday";"workDay"
"11871";2024-01-26;49.3333333333333;0.393;15;"Friday";"workDay"
"11872";2024-01-26;60;0.428;16;"Friday";"workDay"
"11873";2024-01-26;49.3333333333333;0.412;17;"Friday";"workDay"
"11874";2024-01-26;48.5;0.407;18;"Friday";"workDay"
"11875";2024-01-26;47.6666666666667;0.405;19;"Friday";"workDay"
"11876";2024-01-26;47.5833333333333;0.405;20;"Friday";"workDay"
"11877";2024-01-26;49.5;0.406;21;"Friday";"workDay"
"11878";2024-01-26;50.5;0.4;22;"Friday";"workDay"
"11879";2024-01-26;NA;0.406;23;"Friday";"workDay"
"11880";2024-01-27;NA;0.41;0;"Saturday";"holyDay"
"11881";2024-01-27;57.8333333333333;0.419;1;"Saturday";"holyDay"
"11882";2024-01-27;61.1666666666667;0.41;2;"Saturday";"holyDay"
"11883";2024-01-27;64.3333333333333;0.416;3;"Saturday";"holyDay"
"11884";2024-01-27;68;0.424;4;"Saturday";"holyDay"
"11885";2024-01-27;89.25;0.427;5;"Saturday";"holyDay"
"11886";2024-01-27;95.5;0.431;6;"Saturday";"holyDay"
"11887";2024-01-27;89.6666666666667;0.433;7;"Saturday";"holyDay"
"11888";2024-01-27;84.8333333333333;0.436;8;"Saturday";"holyDay"
"11889";2024-01-27;77.5;0.434;9;"Saturday";"holyDay"
"11890";2024-01-27;66;0.422;10;"Saturday";"holyDay"
"11891";2024-01-27;66.0833333333333;0.416;11;"Saturday";"holyDay"
"11892";2024-01-27;68.0833333333333;0.402;12;"Saturday";"holyDay"
"11893";2024-01-27;79.75;0.441;13;"Saturday";"holyDay"
"11894";2024-01-27;83.25;0.432;14;"Saturday";"holyDay"
"11895";2024-01-27;83.3333333333333;0.439;15;"Saturday";"holyDay"
"11896";2024-01-27;76.8333333333333;0.46;16;"Saturday";"holyDay"
"11897";2024-01-27;79.5;0.457;17;"Saturday";"holyDay"
"11898";2024-01-27;68.75;0.443;18;"Saturday";"holyDay"
"11899";2024-01-27;68.9166666666667;0.434;19;"Saturday";"holyDay"
"11900";2024-01-27;69.8333333333333;0.431;20;"Saturday";"holyDay"
"11901";2024-01-27;70.9166666666667;0.43;21;"Saturday";"holyDay"
"11902";2024-01-27;68.8333333333333;0.429;22;"Saturday";"holyDay"
"11903";2024-01-27;NA;0.498;23;"Saturday";"holyDay"
"11904";2024-01-28;NA;0.438;0;"Sunday";"holyDay"
"11905";2024-01-28;83.0833333333333;0.434;1;"Sunday";"holyDay"
"11906";2024-01-28;83.75;0.43;2;"Sunday";"holyDay"
"11907";2024-01-28;77.3333333333333;0.431;3;"Sunday";"holyDay"
"11908";2024-01-28;75.8333333333333;0.43;4;"Sunday";"holyDay"
"11909";2024-01-28;76.3333333333333;0.43;5;"Sunday";"holyDay"
"11910";2024-01-28;81.5;0.44;6;"Sunday";"holyDay"
"11911";2024-01-28;83.6666666666667;0.441;7;"Sunday";"holyDay"
"11912";2024-01-28;65.6666666666667;0.411;8;"Sunday";"holyDay"
"11913";2024-01-28;66.3333333333333;0.381;9;"Sunday";"holyDay"
"11914";2024-01-28;61.3333333333333;0.341;10;"Sunday";"holyDay"
"11915";2024-01-28;63;0.31;11;"Sunday";"holyDay"
"11916";2024-01-28;97;0.299;12;"Sunday";"holyDay"
"11917";2024-01-28;62;0.378;13;"Sunday";"holyDay"
"11918";2024-01-28;68.4166666666667;0.421;14;"Sunday";"holyDay"
"11919";2024-01-28;89.5833333333333;0.432;15;"Sunday";"holyDay"
"11920";2024-01-28;91.3333333333333;0.431;16;"Sunday";"holyDay"
"11921";2024-01-28;94.75;0.427;17;"Sunday";"holyDay"
"11922";2024-01-28;79.9166666666667;0.422;18;"Sunday";"holyDay"
"11923";2024-01-28;56.5833333333333;0.405;19;"Sunday";"holyDay"
"11924";2024-01-28;54;0.401;20;"Sunday";"holyDay"
"11925";2024-01-28;54;0.4;21;"Sunday";"holyDay"
"11926";2024-01-28;53.75;0.393;22;"Sunday";"holyDay"
"11927";2024-01-28;NA;0.363;23;"Sunday";"holyDay"
"11928";2024-01-29;NA;0.352;0;"Monday";"workDay"
"11929";2024-01-29;47;0.359;1;"Monday";"workDay"
"11930";2024-01-29;47.5833333333333;0.358;2;"Monday";"workDay"
"11931";2024-01-29;48.6666666666667;0.385;3;"Monday";"workDay"
"11932";2024-01-29;48.25;0.413;4;"Monday";"workDay"
"11933";2024-01-29;52;0.4;5;"Monday";"workDay"
"11934";2024-01-29;54.1666666666667;0.462;6;"Monday";"workDay"
"11935";2024-01-29;56.5833333333333;0.62;7;"Monday";"workDay"
"11936";2024-01-29;74.4166666666667;0.659;8;"Monday";"workDay"
"11937";2024-01-29;59.0833333333333;0.588;9;"Monday";"workDay"
"11938";2024-01-29;57.8333333333333;0.531;10;"Monday";"workDay"
"11939";2024-01-29;71.3333333333333;0.524;11;"Monday";"workDay"
"11940";2024-01-29;158.916666666667;0.559;12;"Monday";"workDay"
"11941";2024-01-29;179.75;0.615;13;"Monday";"workDay"
"11942";2024-01-29;208;0.728;14;"Monday";"workDay"
"11943";2024-01-29;208.583333333333;0.808;15;"Monday";"workDay"
"11944";2024-01-29;207.666666666667;0.95;16;"Monday";"workDay"
"11945";2024-01-29;209;0.874;17;"Monday";"workDay"
"11946";2024-01-29;145.083333333333;0.802;18;"Monday";"workDay"
"11947";2024-01-29;203.916666666667;0.686;19;"Monday";"workDay"
"11948";2024-01-29;207.666666666667;0.647;20;"Monday";"workDay"
"11949";2024-01-29;190.583333333333;0.622;21;"Monday";"workDay"
"11950";2024-01-29;102.5;0.599;22;"Monday";"workDay"
"11951";2024-01-29;NA;0.536;23;"Monday";"workDay"
"11952";2024-01-30;NA;0.513;0;"Tuesday";"workDay"
"11953";2024-01-30;71;0.517;1;"Tuesday";"workDay"
"11954";2024-01-30;70.5833333333333;0.503;2;"Tuesday";"workDay"
"11955";2024-01-30;69.1666666666667;0.501;3;"Tuesday";"workDay"
"11956";2024-01-30;67.6666666666667;0.517;4;"Tuesday";"workDay"
"11957";2024-01-30;67.5;0.512;5;"Tuesday";"workDay"
"11958";2024-01-30;69.9166666666667;0.561;6;"Tuesday";"workDay"
"11959";2024-01-30;97.1666666666667;0.622;7;"Tuesday";"workDay"
"11960";2024-01-30;94.1666666666667;0.631;8;"Tuesday";"workDay"
"11961";2024-01-30;81.3333333333333;0.575;9;"Tuesday";"workDay"
"11962";2024-01-30;90.5833333333333;0.487;10;"Tuesday";"workDay"
"11963";2024-01-30;98.6666666666667;0.476;11;"Tuesday";"workDay"
"11964";2024-01-30;101.083333333333;0.475;12;"Tuesday";"workDay"
"11965";2024-01-30;97.9166666666667;0.477;13;"Tuesday";"workDay"
"11966";2024-01-30;101.666666666667;0.467;14;"Tuesday";"workDay"
"11967";2024-01-30;97.9166666666667;0.475;15;"Tuesday";"workDay"
"11968";2024-01-30;86.8333333333333;0.536;16;"Tuesday";"workDay"
"11969";2024-01-30;114.25;0.458;17;"Tuesday";"workDay"
"11970";2024-01-30;122.833333333333;0.436;18;"Tuesday";"workDay"
"11971";2024-01-30;109.166666666667;0.423;19;"Tuesday";"workDay"
"11972";2024-01-30;80.4166666666667;0.402;20;"Tuesday";"workDay"
"11973";2024-01-30;74.9166666666667;0.399;21;"Tuesday";"workDay"
"11974";2024-01-30;70.1666666666667;0.397;22;"Tuesday";"workDay"
"11975";2024-01-30;NA;0.385;23;"Tuesday";"workDay"
"11976";2024-01-31;NA;0.383;0;"Wednesday";"workDay"
"11977";2024-01-31;57.5833333333333;0.382;1;"Wednesday";"workDay"
"11978";2024-01-31;58;0.381;2;"Wednesday";"workDay"
"11979";2024-01-31;58.4166666666667;0.383;3;"Wednesday";"workDay"
"11980";2024-01-31;62;0.379;4;"Wednesday";"workDay"
"11981";2024-01-31;82;0.41;5;"Wednesday";"workDay"
"11982";2024-01-31;94.5833333333333;0.424;6;"Wednesday";"workDay"
"11983";2024-01-31;88.25;0.432;7;"Wednesday";"workDay"
"11984";2024-01-31;89.3333333333333;0.422;8;"Wednesday";"workDay"
"11985";2024-01-31;77;0.415;9;"Wednesday";"workDay"
"11986";2024-01-31;59.5;0.4;10;"Wednesday";"workDay"
"11987";2024-01-31;56.8333333333333;0.401;11;"Wednesday";"workDay"
"11988";2024-01-31;51.0833333333333;0.346;12;"Wednesday";"workDay"
"11989";2024-01-31;50.9166666666667;0.299;13;"Wednesday";"workDay"
"11990";2024-01-31;51;0.298;14;"Wednesday";"workDay"
"11991";2024-01-31;51;0.298;15;"Wednesday";"workDay"
"11992";2024-01-31;50.9166666666667;0.368;16;"Wednesday";"workDay"
"11993";2024-01-31;55;0.35;17;"Wednesday";"workDay"
"11994";2024-01-31;51.6666666666667;0.307;18;"Wednesday";"workDay"
"11995";2024-01-31;50.1666666666667;0.274;19;"Wednesday";"workDay"
"11996";2024-01-31;49;0.254;20;"Wednesday";"workDay"
"11997";2024-01-31;48.4166666666667;0.25;21;"Wednesday";"workDay"
"11998";2024-01-31;46.75;0.296;22;"Wednesday";"workDay"
"11999";2024-01-31;NA;0.351;23;"Wednesday";"workDay"
"12000";2024-02-01;NA;0.307;0;"Thursday";"workDay"
"12001";2024-02-01;60.9166666666667;0.314;1;"Thursday";"workDay"
"12002";2024-02-01;59;0.321;2;"Thursday";"workDay"
"12003";2024-02-01;57.6666666666667;0.35;3;"Thursday";"workDay"
"12004";2024-02-01;58.4166666666667;0.368;4;"Thursday";"workDay"
"12005";2024-02-01;62.6666666666667;0.375;5;"Thursday";"workDay"
"12006";2024-02-01;78.6666666666667;0.39;6;"Thursday";"workDay"
"12007";2024-02-01;81.4166666666667;0.393;7;"Thursday";"workDay"
"12008";2024-02-01;58;0.389;8;"Thursday";"workDay"
"12009";2024-02-01;55.8333333333333;0.384;9;"Thursday";"workDay"
"12010";2024-02-01;51.5;0.379;10;"Thursday";"workDay"
"12011";2024-02-01;51.3333333333333;0.379;11;"Thursday";"workDay"
"12012";2024-02-01;52;0.376;12;"Thursday";"workDay"
"12013";2024-02-01;52.5;0.376;13;"Thursday";"workDay"
"12014";2024-02-01;54.8333333333333;0.37;14;"Thursday";"workDay"
"12015";2024-02-01;65.6666666666667;0.384;15;"Thursday";"workDay"
"12016";2024-02-01;99.0833333333333;0.41;16;"Thursday";"workDay"
"12017";2024-02-01;118.666666666667;0.411;17;"Thursday";"workDay"
"12018";2024-02-01;127.583333333333;0.411;18;"Thursday";"workDay"
